,1CO,GAL,ROM,2CO,PHM,PHP,TIT,COL,1TH,2TH,1TI,2TI,EPH,MRK,ACT,1PE,JHN,LUK,HEB,REV,MAT,JUD,JAS,2JN,1JN,3JN,2PE,Julian_Διονυσίῳ,Julian_φραγμεντυμ επιστολαε,Julian_Τῷ αὐτῷ,Julian_Ἀνεπίγραφος ὑπὲρ Ἀργείων,Julian_Σαραπίωνι τῷ λαμπροτάτῳ,Julian_Λιβανίῳ σοφιστῇ καὶ κοιαίστωρι
1TI,0.34885310979799844,0.162665079523321,0.09555796859978478,0.13253117810788925,0.3603116786268545,0.18481159263962105,0.0586471210400481,0.10255660897791231,0.10774907908534163,-0.02945090145415047,1.0,0.23085785572527653,0.3862994207164936,0.14995184690109126,0.0659744629792374,0.27946729688144056,0.4080547440241128,0.16458889844348765,0.1304335153163939,0.13494805488089218,0.09776682586539796,0.003941072648920824,0.04073374540678967,0.04319485401835352,0.3541705096349852,0.1273453127969828,0.09705370688834149,0.3543467825256779,0.1399389778257526,0.1681353414113524,0.25587144656284333,0.311843820388642,0.22724918672840433
2TI,0.15033968266297923,0.4397943137352099,0.31020322196949934,0.0011122993135379844,0.15149458790716716,0.15040179742709314,0.4159608995807242,0.08612813151212664,0.20407695637997125,0.3688690668292556,0.23085785572527653,1.0,-0.00791836615401742,0.06822047053559269,0.08219640274135548,0.1975754698311909,0.09667024390678203,0.1831013379913642,0.09446159675902847,0.2600402044107599,0.0013051961568646686,0.17793661018190035,0.17932725410721692,0.25550256201621463,0.3362710827723803,0.06336526797941447,-0.06163039449050289,0.2762914985086218,0.2319346608344478,0.22576561466431555,0.5011054699445427,0.02611689008249604,0.28131496938328715
EPH,0.1487677746144791,0.1788193878787087,0.08864941506497372,0.2554832053439596,0.219576949024634,0.40335077345203485,0.14049328003349182,0.255155998188013,0.13190001715676533,0.009806839318779237,0.3862994207164936,-0.00791836615401742,1.0,0.1843400731194693,0.15550447738758358,0.42973324206455876,0.17636060403480913,0.35491661354475,0.25100410212012736,0.12157253102650221,0.24002574474230176,0.1656079907615063,0.16640880252052637,0.03726091869279349,0.221451849528426,0.23682457878706045,0.20621545294511776,0.4156097861608171,0.15882167935025504,0.34013720649105916,0.022094938733415614,0.375573516559236,0.02519233907027435
MRK,0.19404453165933644,0.0349413588460771,0.1324541824177011,0.2913936241292425,0.03298057839988108,0.2970520520540265,-0.0241435393972593,0.24692813147019277,0.043229090790886354,0.24260115467649887,0.14995184690109126,0.06822047053559269,0.1843400731194693,1.0,0.07302509849751834,0.14132784670447812,0.30343238669327294,0.1868996256487271,0.17233951804824044,0.17884212084004353,0.19255994629037262,0.059398915020759224,0.39882044306272546,0.19458572526456877,0.30521322684708696,0.3761515298888404,0.38514982607895104,0.20762581940518704,0.010984392135065607,0.04212093188377122,0.02533038179396252,-0.08304251166001758,0.13483545664784952
ACT,0.021795777703564334,0.16770202854913308,0.25277000466602995,0.1281023528399775,0.3305905349907823,0.2646067069170062,0.18720403286971848,0.15496617247485336,0.45608988735797196,-0.1089671632592239,0.0659744629792374,0.08219640274135548,0.15550447738758358,0.07302509849751834,1.0,0.2135439312531482,0.0568187120807811,0.10638145470449747,0.406318895798069,0.1756438503434561,0.29002744003755554,0.26489884980184497,-0.09801116142872468,0.3961900419794653,-0.013838280384909668,0.09811590685786736,0.20707326822403863,-0.009176277199240496,0.37576605806741437,0.13589993680216428,0.046516350090306524,0.3262379960757519,0.24594789677315132
1PE,0.0759326019123316,0.1456231439345034,0.12360797257690011,0.143935561406081,0.2731369109084239,0.4645596417754501,0.12683218610584757,0.1238723297559285,0.18785639771435758,0.1992738937355412,0.27946729688144056,0.1975754698311909,0.42973324206455876,0.14132784670447812,0.2135439312531482,1.0,0.24708915153256772,0.28747388882395364,0.47133498114793926,0.20001057135368563,0.23293812284921644,0.14755996654347867,0.1661867084333531,0.15574596777613958,0.2958542176142253,-0.011187025280343127,-0.027597821137308465,0.3947362125063655,0.13611223666255678,0.4189009161428404,0.2942369710271371,0.26585633839426775,0.11070513101145833
JHN,0.45937012849568154,0.041121528817958525,0.31280489045209237,-0.05072517839489432,0.1772303439168647,0.1616482140923516,-0.12065278505678223,0.0640882189436203,0.08308487158984126,0.2650770834711252,0.4080547440241128,0.09667024390678203,0.17636060403480913,0.30343238669327294,0.0568187120807811,0.24708915153256772,1.0,-0.026932021762599845,0.32257265411075486,0.2814570091147688,0.1145774655875859,0.23855245443386833,0.19633406345454313,0.34573654862586134,0.3980366989534688,0.30734700457817826,0.41609638293924484,0.5015477977224021,-0.018177933342212238,0.3769482918365572,0.19488432931897126,0.12414249038676811,0.14007153633937097
LUK,0.0690351552948626,0.4188512810149019,0.03245532230963116,0.2851735068911385,0.32911502672684256,0.08649337523806228,0.24520269419100382,0.3151095820388078,-0.0894131359863749,0.27872530875642276,0.16458889844348765,0.1831013379913642,0.35491661354475,0.1868996256487271,0.10638145470449747,0.28747388882395364,-0.026932021762599845,1.0,0.32235222190968027,0.02084992492524801,0.2512541479416832,0.016360288708910764,0.37712534095582106,-0.07302888734289453,0.32840463357633853,0.21890635296693847,0.28739177658955795,0.22403349809646272,0.5116000841693518,0.20226625518411542,0.3070493404965588,0.38309786837997606,0.47543325703317396
HEB,-0.003618385022631593,0.15791155364628948,0.2458370662388129,0.12684719575374054,0.17273425077141172,0.26086166744869765,0.07532845266707205,0.23271423575206762,0.1629836455506919,0.19963055660988396,0.1304335153163939,0.09446159675902847,0.25100410212012736,0.17233951804824044,0.406318895798069,0.47133498114793926,0.32257265411075486,0.32235222190968027,1.0,0.17765775973133086,0.22601425583653928,0.3279365298667389,0.14529893045904846,0.4514995666292275,0.17715439998100496,0.23262396976187677,0.17315398317516817,0.27540446576165994,0.3164732508774989,0.31173965993147745,0.28565269332900645,0.17240727068529915,0.3574933536130695
REV,0.03100477313552044,0.1540831518612441,0.4782383021053091,0.2613348706921267,0.1315478314282052,0.44241240204376864,0.1411222156182805,0.20094025360421489,0.4078295838124165,0.23436772276309542,0.13494805488089218,0.2600402044107599,0.12157253102650221,0.17884212084004353,0.1756438503434561,0.20001057135368563,0.2814570091147688,0.02084992492524801,0.17765775973133086,1.0,0.2808995013751139,0.17612999611388788,0.3102699993883476,0.3612836343430028,0.29676153570182506,0.06600397596570831,0.1614151579094043,0.18154987485572505,0.10861328362653863,0.11794588421073789,0.028568594840405692,0.00120847700557708,0.1788041732914428
