,Διονυσίῳ,φραγμεντυμ επιστολαε,Τῷ αὐτῷ,Ἀνεπίγραφος ὑπὲρ Ἀργείων,Σαραπίωνι τῷ λαμπροτάτῳ,Λιβανίῳ σοφιστῇ καὶ κοιαίστωρι,MRK,ACT,1PE,JHN,LUK,HEB,REV,MAT,JUD,JAS,2JN,1JN,3JN,2PE,1CO,GAL,ROM,2CO,PHM,PHP,TIT,COL,1TH,2TH,1TI,2TI,EPH
REV,0.9799208490208888,0.9823608489875851,0.9324507511499017,0.9428617461069394,0.9759711376434127,0.9161670284308079,0.9887674360775508,0.994860592344442,0.9689387943663457,0.9954458156398998,0.9943980473245367,0.9755067645847728,1.0,0.9937595428872132,0.8617949988259918,0.9792165493745714,0.7959876971602918,0.9838246705881176,0.7881016252178208,0.9508217707337602,0.9984317812997439,0.9888229829825091,0.9517403883295994,0.9630169664570069,0.8251880212442052,0.8881949153412214,0.8954546776588672,0.9713382544504889,0.971604996490518,0.92582522599098,0.9294791979367759,0.9566695082553706,0.9861724175479102
MAT,0.96347880713174,0.9814135364278544,0.9062733562536323,0.9182830792431599,0.9562939055872766,0.9039017059726626,0.998576762212776,0.999705409233606,0.965415424741726,0.9996205103651805,0.9998391201860798,0.9803396391606044,0.9937595428872132,1.0,0.8360705676612191,0.9756719513412141,0.7742488666524759,0.9747420032480253,0.7723367915446812,0.9285709125007652,0.9950288978519918,0.9820110471007281,0.9692524294756849,0.9722509662838712,0.7970253556445953,0.8983618856428175,0.8646569821253038,0.9495079662022604,0.9556079320444999,0.9074089491000364,0.9238200183304598,0.9334005333720391,0.9690694059239588
JUD,0.9336338154318173,0.8731666985637687,0.978916548832926,0.9739238114735151,0.941137597311152,0.9741446645983308,0.8368798608560724,0.8381143045291986,0.9232386987269063,0.8401579113513442,0.8367231314660261,0.8545886279875946,0.8617949988259918,0.8360705676612191,1.0,0.925983742927026,0.9834240156885273,0.9285019849807273,0.974590421047868,0.969769833743677,0.866341150671431,0.9149287634195022,0.8131688963035911,0.8443321353553573,0.9959422960905673,0.8448944431421707,0.9902046394764066,0.944787231333999,0.9514013612731884,0.9853322918947226,0.8952131073554181,0.9561778338374157,0.918582463835299
JAS,0.9915873468112323,0.9832423553404238,0.9690884506967745,0.9755793438566877,0.9885604200425194,0.971199629461577,0.9775529207753325,0.9764237753060103,0.9942354401023886,0.9759621266784223,0.9758970951791964,0.9764704382662078,0.9792165493745714,0.9756719513412141,0.925983742927026,1.0,0.8727764522968835,0.9961951165955242,0.869549328718838,0.9813053878746877,0.9845420132166546,0.997935010396282,0.9553412518252841,0.9688183437979788,0.8945520734121629,0.9277610386659704,0.9432127524750084,0.9852003242351359,0.9929222087645847,0.9725421068817479,0.9587123714806773,0.9799599084625049,0.9880314592351352
2JN,0.8714227144807388,0.8017025919563194,0.930631085490865,0.9243386369094924,0.8816609644994096,0.9327895468979144,0.7754244468526048,0.774799626444716,0.8639120782449998,0.7789349315689592,0.7735186478784849,0.783839287541679,0.7959876971602918,0.7742488666524759,0.9834240156885273,0.8727764522968835,1.0,0.8767615149143929,0.9976319700536719,0.9205914022633616,0.7991881375232737,0.8553337354601162,0.7471337502629515,0.775392558580816,0.9917198383907613,0.7811977484495477,0.9500540226779214,0.8843071745446976,0.8991145391320873,0.9544693092761023,0.8229813400992333,0.8954211115887073,0.8522534173144559
1JN,0.992860046626105,0.9754121922866726,0.9721179197047913,0.978596051430675,0.9921773819779084,0.9637728840341312,0.9728361953543438,0.9750581605214726,0.9860718552965091,0.9772595826759441,0.9745528548008192,0.9659747016292543,0.9838246705881176,0.9747420032480253,0.9285019849807273,0.9961951165955242,0.8767615149143929,1.0,0.870930650859977,0.9840614475338245,0.9845907327740204,0.9965620406705017,0.9402468486013494,0.9559719704545028,0.8986475763844152,0.9061703353139653,0.9469826624983331,0.9890219272168556,0.9954099403569553,0.9750882353779021,0.944676423290491,0.9812902798683159,0.9909592713561051
3JN,0.8604003208552023,0.7963315862136078,0.9171407178795301,0.9114540069193685,0.8694289009994373,0.9283426328273618,0.7754119977190436,0.7720294802247253,0.8601540681330337,0.7762176761518133,0.7710536985046694,0.7810682288618531,0.7881016252178208,0.7723367915446812,0.974590421047868,0.869549328718838,0.9976319700536719,0.870930650859977,1.0,0.9088985153527182,0.792622880310106,0.8492218238481967,0.7504385616142842,0.775044178386014,0.9828275319660725,0.783603859971727,0.9352067562041656,0.8709978197357996,0.8900323073639832,0.9476879032599254,0.816682973507511,0.8816600179994136,0.8402012574240817
2PE,0.9907376141077616,0.9527101929538436,0.9973692303183596,0.9993516100148212,0.99439206156632,0.982515410825636,0.9269360507520106,0.9315115710817966,0.9769908717372648,0.9316449545534455,0.929951335999595,0.9368253739164667,0.9508217707337602,0.9285709125007652,0.969769833743677,0.9813053878746877,0.9205914022633616,0.9840614475338245,0.9088985153527182,1.0,0.9534217118015932,0.9802652913523382,0.8969337977357101,0.9238831163404257,0.9484695514752546,0.8933427541839478,0.9862035255979426,0.9955675544005247,0.99629649486654,0.9928550766605261,0.9459552067961117,0.996213022184373,0.9852723924691215
1CO,0.9825891311262378,0.9902597621699231,0.9358312357925211,0.9457737049975153,0.9771611792244215,0.9265412442081035,0.9926764932031835,0.9963581512795486,0.9779462915769461,0.9954116297981577,0.9959719990284905,0.984951463895312,0.9984317812997439,0.9950288978519918,0.866341150671431,0.9845420132166546,0.7991881375232737,0.9845907327740204,0.792622880310106,0.9534217118015932,1.0,0.9923621651697666,0.9638700308706624,0.9742757171823394,0.8289076317545141,0.9072079482436508,0.8993424195413409,0.9727632215332637,0.9737096774109022,0.9288782355720143,0.9440292090542564,0.9605990873392259,0.9875505347023658
GAL,0.9951611634325513,0.9877480518383535,0.9672561867405984,0.974503752373101,0.9922158988739879,0.9616781834338997,0.9816492695492793,0.9833855818035845,0.9918680483058303,0.9828051879404898,0.982715546452351,0.9798219078982134,0.9888229829825091,0.9820110471007281,0.9149287634195022,0.997935010396282,0.8553337354601162,0.9965620406705017,0.8492218238481967,0.9802652913523382,0.9923621651697666,1.0,0.955111929160911,0.9698949998595643,0.8819014907529794,0.9199317610142642,0.9390892130210673,0.9891065299254475,0.992945523560735,0.9649946566160285,0.957430270612784,0.9820619383693607,0.9944753254394999
