Book1,Book2,baseline,nlp_only,equal,vocabulary_focused,structure_focused
EPH,JHN,-0.18369437367236546,0.3388028167704,-0.27869609477816515,-0.006843743670885541,-0.6425689714480189
EPH,LUK,-0.2300048630947248,0.1673084257372392,-0.316375386513815,-0.07943043955729381,-0.6576032942965856
EPH,HEB,0.24256214309971919,0.031431649218779445,0.2663811999363843,0.2302249125019947,0.3823986528537841
EPH,REV,0.06304624547468894,0.08505488399125977,-0.00559713655862615,0.22505167105842275,-0.2331697951698567
EPH,MAT,-0.2656865096369695,0.032933546655297186,-0.3506168145268482,-0.1239987335239555,-0.6938508756706474
EPH,JUD,-0.36251390528218347,0.2043022483772912,-0.39315091334845,-0.3528628623234933,-0.5580168979614545
EPH,JAS,-0.1751829731461426,0.024826142236631904,-0.2874837596949768,0.04219127930350003,-0.7160055337418905
EPH,2JN,-0.4042710598760568,0.07294929726583568,-0.342157386263954,-0.6099886677657521,-0.18917211425165628
EPH,1JN,-0.038343388396829055,0.3742400787810951,-0.14422399433227268,0.1853870099219953,-0.5206738358524138
EPH,3JN,-0.5392654464369353,0.12286920129853532,-0.5070798689983793,-0.6985933460766538,-0.4818115091198496
EPH,2PE,0.18035137471049417,-0.04577822518219393,0.2664724174154764,0.021616758324895347,0.5938206433479756
MRK,ACT,0.5854998941429618,0.4830542302072674,0.5612819273504026,0.730389461573661,0.5703082388429804
MRK,1PE,-0.3921707325079161,0.07326265183953432,-0.374452100216106,-0.4987739755261188,-0.37526479355455133
MRK,JHN,0.6295762793716855,0.35320986046590586,0.6269920291354225,0.7382920083872813,0.7187874437274662
MRK,LUK,0.7613717772939725,0.5598362964598942,0.7592844259089182,0.8892628859364641,0.8753803242470035
MRK,HEB,-0.02404368072019178,0.4123027820680103,-0.15835969393389931,0.26509786918640965,-0.6328696416003508
MRK,REV,0.3331049473425418,0.41135665763646934,0.24393324505166045,0.5786660944951899,-0.01732683676840094
MRK,MAT,0.6707705572895108,0.5172207573354859,0.660663898047425,0.8022008403994474,0.7334595865839332
MRK,JUD,-0.3882810176331365,-0.09542918300084768,-0.29565032134371294,-0.6569888773375641,-0.03221957548414805
MRK,JAS,-0.01435621406725919,0.047551023391519176,0.10690241009749163,-0.2801950649973734,0.5299131696351299
MRK,2JN,-0.4541481848700778,0.026537862954163882,-0.4266777513404756,-0.5853825458954844,-0.4031324969459928
MRK,1JN,0.3557958025231897,0.266178298105804,0.32307305510466655,0.4872136301558786,0.2632275899938443
MRK,3JN,-0.2994554436251078,-0.02743112707390405,-0.20218861806645747,-0.5533947702493597,0.0911076101140323
MRK,2PE,-0.587952720980501,0.017857633257182426,-0.5806333626288203,-0.7025111105594659,-0.6503900555796538
ACT,1PE,0.07038308059657375,0.10762916253780305,0.11712272754508415,-0.021126913729115224,0.2949377688780149
ACT,JHN,0.6051358571803864,0.46784942015987296,0.6137308030691535,0.6838330977594272,0.7418873095272118
ACT,LUK,0.6773966239030988,0.557686256703978,0.6649716347971277,0.8135019621794461,0.7316728463887912
ACT,HEB,0.32113082822066885,0.5016959051620906,0.21600010013566096,0.6058408214029198,-0.0993565472856637
ACT,REV,0.35201464643984476,0.19079884129000202,0.3862900529542542,0.33473965505433345,0.558907642201405
ACT,MAT,0.6716169298415957,0.5032172966198314,0.6750809269003618,0.7723308203640004,0.7969188461505256
ACT,JUD,-0.11188267135747693,0.028982637332904182,0.013941629867218086,-0.40287498804639427,0.4411570340710943
ACT,JAS,0.1754354834158788,0.11733586903679037,0.24825513644635477,0.04410081015985552,0.533157135557171
ACT,2JN,-0.2930463472134206,0.02804570127708761,-0.21750013000444005,-0.49777281980962634,0.0024469094163777627
ACT,1JN,0.3139509054257839,0.1900374328685301,0.36359434526738754,0.2591054621489083,0.5848914289043655
ACT,3JN,-0.33826456523935344,0.057941908524670405,-0.2992222451738191,-0.47608648471581194,-0.21402338018557102
ACT,2PE,-0.39015331788630786,0.017543673087601463,-0.38695728217623604,-0.45962321525640204,-0.43696768127827124
1PE,JHN,-0.25920896142627736,-0.08469630945955187,-0.1941355051662582,-0.44863242490472355,-0.00578844049666969
1PE,LUK,-0.2993206851233336,0.13052631743665466,-0.275384149855896,-0.40294762226973924,-0.2372572928004503
1PE,HEB,0.3745799629632411,0.23396400123301014,0.40537024366016483,0.37088228431030723,0.5729901506995894
1PE,REV,-0.1648128022074133,0.012695613707127601,0.00910079378670653,-0.5721815367566874,0.5926044870930915
1PE,MAT,-0.21698516139054924,0.032746462497394435,-0.14930490315558848,-0.40518166970708996,0.05544914246932081
1PE,JUD,0.4632167995361731,0.5232761969467135,0.44600217284839383,0.5783869095954779,0.4634674070234225
