,1CO,GAL,ROM,2CO,PHM,PHP,TIT,COL,1TH,2TH,1TI,2TI,EPH,MRK,ACT,1PE,JHN,LUK,HEB,REV,MAT,JUD,JAS,2JN,1JN,3JN,2PE,Julian_Διονυσίῳ,Julian_φραγμεντυμ επιστολαε,Julian_Τῷ αὐτῷ,Julian_Ἀνεπίγραφος ὑπὲρ Ἀργείων,Julian_Σαραπίωνι τῷ λαμπροτάτῳ,Julian_Λιβανίῳ σοφιστῇ καὶ κοιαίστωρι
1TI,0.7804546576035821,0.8253552183245023,0.7027548552246616,0.7860176638666894,0.8557221516553181,0.8348184481548856,0.8083880377556497,0.8052626064921313,0.8186885987765228,0.7849330771476614,1.0,0.8457607762551527,0.8607304475300521,0.661773228508841,0.4188471430165189,0.8468217799555042,0.581539285257761,0.48733583783116446,0.7590873191595395,0.7723437054095936,0.4741109647621422,0.7961287100196548,0.8048943813751241,0.8021114749911007,0.8695725606064624,0.8199119243245343,0.8022493855785857,0.8689915793672476,0.7823937784437709,0.8262384484244267,0.8414990459430391,0.8524992460396144,0.8440508160357165
2TI,0.7298730844981602,0.8777422718234458,0.7339677243292221,0.7531027903492549,0.8176441917507737,0.828062341193669,0.8813589880023709,0.8036274962608994,0.8384448225777266,0.8668959475243467,0.8457607762551527,1.0,0.7816084395544205,0.6309588233878913,0.4024460567576149,0.8290236206798568,0.5014472858325395,0.47208514626174747,0.7434221503072278,0.7888784752896858,0.43594555387079037,0.8327230557495797,0.8302634620402491,0.8471852631293089,0.8653882171549633,0.8092444902767244,0.7720829767519655,0.8513406358099147,0.7936222160010573,0.8384270320340332,0.8917111388644443,0.7945916354683535,0.8555243836549302
EPH,0.7536278247079246,0.8244205245687912,0.7259757083867129,0.8248373206399192,0.8314510735765909,0.8733735552076045,0.8002947368554899,0.8478649021811396,0.8195332776907586,0.7940978673573431,0.8607304475300521,0.7816084395544205,1.0,0.6912343027131886,0.48524865320354077,0.8815406930074451,0.5722694188965888,0.5662941190260538,0.8060947531139293,0.7744549504433585,0.5441729750469331,0.8157171267262189,0.816670582886444,0.7828260005709093,0.8233499623733799,0.8223233695145469,0.8374689636037967,0.8659157887688214,0.801608688123701,0.8582443894036265,0.7983074349429123,0.8701055098035072,0.7877755525893276
MRK,0.8252860950621989,0.6942073119912451,0.8194708213214668,0.8065604961652861,0.5757416358487693,0.6940334551973494,0.5822299860274326,0.6665379576060892,0.6373350468993517,0.6456661677604021,0.661773228508841,0.6309588233878913,0.6912343027131886,1.0,0.7570532444373278,0.690223778017741,0.8374352407273455,0.7998402180609674,0.8009257841960806,0.8008153060439824,0.8008412518540341,0.6018801591616657,0.7447477357014229,0.6098137795667226,0.6965396913052372,0.6534401117130683,0.6895018595783575,0.7007886696389342,0.7529728538275156,0.6257892977545186,0.6197821792725191,0.6333642626344862,0.6368900157044981
ACT,0.6806883101596368,0.5222275758086792,0.7542519990132155,0.6218175880134412,0.40000081388722186,0.4663545246390776,0.3813996351476897,0.43124147211167296,0.49731169579155743,0.34554857186309046,0.4188471430165189,0.4024460567576149,0.48524865320354077,0.7570532444373278,1.0,0.5009526287614081,0.8012803777325364,0.8185724978835516,0.7204760414273602,0.6603168199543473,0.8553067748459228,0.40576537036407734,0.4340636895903957,0.4054999994716244,0.407854760689939,0.3537427355734589,0.4382761115888636,0.4430482892479312,0.678759768706951,0.42258911737094557,0.40335235055195795,0.5086005938116466,0.4257588966556923
1PE,0.7467285038411207,0.8247230891046323,0.7378879748666475,0.8060086466649572,0.8378693450288439,0.8881222290553188,0.8048109792284792,0.8153246690531457,0.8326786961821318,0.8299646065625652,0.8468217799555042,0.8290236206798568,0.8815406930074451,0.690223778017741,0.5009526287614081,1.0,0.5908639773452181,0.5577322145150829,0.8544728792037357,0.7962377255764116,0.5474192964048498,0.8181781709913487,0.8270025700433552,0.8119402451602173,0.8451933479222846,0.7797934331692271,0.7878155815284145,0.8718942988263076,0.803017803253908,0.8791910798980542,0.8541745756529437,0.8518472135687907,0.8125202095058695
JHN,0.8215336070191694,0.5805588326783055,0.8112428745956748,0.6531789890113818,0.46470217305381734,0.537746733626677,0.42084430341814605,0.5018406551740201,0.5150447065328323,0.5142688153692838,0.581539285257761,0.5014472858325395,0.5722694188965888,0.8374352407273455,0.8012803777325364,0.5908639773452181,1.0,0.7919539816320921,0.7601179200481001,0.7480837452464236,0.8204805374707682,0.4972721672243057,0.5807823877353353,0.49628889087580497,0.5864696497682511,0.4954553614240854,0.5666840617261186,0.6348275746647389,0.6636159173561256,0.5611133843169294,0.5226781372855832,0.5530692851412541,0.5001671635174102
LUK,0.7193441826533934,0.6158556163796314,0.7346751021565877,0.6882298256303561,0.4467703043318916,0.4775869800939886,0.44511482190208096,0.5074775871650816,0.4350142477781523,0.4700056718072923,0.48733583783116446,0.47208514626174747,0.5662941190260538,0.7998402180609674,0.8185724978835516,0.5577322145150829,0.7919539816320921,1.0,0.7331404836774339,0.6649432892473582,0.8502002999612444,0.4048665837270587,0.5749170507697001,0.36263026657588154,0.5261601420598768,0.4287984121743224,0.49686634739817637,0.5363834661244484,0.7391021003599367,0.4809072346825598,0.4999050242035077,0.5623314761505845,0.5206535982952015
HEB,0.791683544070305,0.7998786847692416,0.8387806135745196,0.8213064921900152,0.735411326388387,0.7916480094489649,0.7160322763933145,0.778560588769345,0.7691963370625653,0.7585281794802387,0.7590873191595395,0.7434221503072278,0.8060947531139293,0.8009257841960806,0.7204760414273602,0.8544728792037357,0.7601179200481001,0.7331404836774339,1.0,0.8260347194389599,0.7142143727182791,0.7767423774574219,0.7825607573161008,0.7853046189793692,0.7661934706798847,0.7458744741996503,0.7670366766378303,0.8044084461342373,0.8610466959247807,0.7946533467496842,0.7892397158135646,0.7875802547566841,0.7932123188324571
REV,0.7999668269515057,0.8039613713304856,0.8801851577334968,0.8459214432450596,0.7270769124850175,0.8344794584740398,0.7466970526826008,0.7693410019968644,0.8236931287649064,0.7672611283949873,0.7723437054095936,0.7888784752896858,0.7744549504433585,0.8008153060439824,0.6603168199543473,0.7962377255764116,0.7480837452464236,0.6649432892473582,0.8260347194389599,1.0,0.7171300351806967,0.7530671778273036,0.8234336901526376,0.7795980875578687,0.8082718161073348,0.7235789462848822,0.7562646877950643,0.7958571151624617,0.8129341067252168,0.7555220797171768,0.7352599841851462,0.7502160425201441,0.7664132301100943
MAT,0.68959061617767,0.5363666055932153,0.7653267307356503,0.6722010009933459,0.4262912205123768,0.5241050708986807,0.4390336513555866,0.5187834426611343,0.4913007020275087,0.39875680330612995,0.4741109647621422,0.43594555387079037,0.5441729750469331,0.8008412518540341,0.8553067748459228,0.5474192964048498,0.8204805374707682,0.8502002999612444,0.7142143727182791,0.7171300351806967,1.0,0.4422161132859973,0.5392634924799755,0.4602370824583593,0.47490568705159103,0.4018119516040869,0.5037756801211783,0.5154305291190482,0.6624186166591954,0.48253978923002283,0.4930757767131021,0.5203763187604598,0.4823317439074438
JUD,0.6993305828201203,0.8461190548902261,0.7222257946624785,0.7655207682959786,0.7856154541280441,0.8269036558485396,0.8456888302795325,0.8756721189387356,0.8491885610094847,0.8294149271635278,0.7961287100196548,0.8327230557495797,0.8157171267262189,0.6018801591616657,0.40576537036407734,0.8181781709913487,0.4972721672243057,0.4048665837270587,0.7767423774574219,0.7530671778273036,0.4422161132859973,1.0,0.8376749232613058,0.8720398463832488,0.8093620474200577,0.8785135948445524,0.8145514503940531,0.8233568091245458,0.7878060153357668,0.8922354333037216,0.8343601448481934,0.8299982230328802,0.8375246992648915
JAS,0.7757236394789215,0.8771900997007469,0.7588782034757939,0.8607467437933239,0.8149494609649285,0.8486512221907535,0.8348666927199273,0.8549168758616437,0.7650195853650323,0.8830196033727793,0.8048943813751241,0.8302634620402491,0.816670582886444,0.7447477357014229,0.4340636895903957,0.8270025700433552,0.5807823877353353,0.5749170507697001,0.7825607573161008,0.8234336901526376,0.5392634924799755,0.8376749232613058,1.0,0.8141182498449899,0.8648035331656407,0.8661976801069511,0.8147064917936844,0.8595526498672481,0.80590718113489,0.8254390253253783,0.7986143717140851,0.8131215029525917,0.8244869328545578
2JN,0.6673090447373842,0.7873887101404937,0.7271696203780105,0.7318518255897166,0.8132232273653944,0.8613733148500164,0.8379993714311522,0.815334497091768,0.8574417599841396,0.8212921839950298,0.8021114749911007,0.8471852631293089,0.7828260005709093,0.6098137795667226,0.4054999994716244,0.8119402451602173,0.49628889087580497,0.36263026657588154,0.7853046189793692,0.7795980875578687,0.4602370824583593,0.8720398463832488,0.8141182498449899,1.0,0.7900433226415365,0.8487178866514211,0.8235446871692005,0.8389121191641562,0.7345873642842207,0.8388015564881648,0.8458869314642266,0.7631972266412127,0.8269741672953174
1JN,0.7494818184493227,0.8565985565256332,0.7279585573951307,0.7889245547728063,0.7959726341071646,0.8085389419942898,0.8167219505799439,0.8324360865171391,0.7658367533846636,0.8581888411217532,0.8695725606064624,0.8653882171549633,0.8233499623733799,0.6965396913052372,0.407854760689939,0.8451933479222846,0.5864696497682511,0.5261601420598768,0.7661934706798847,0.8082718161073348,0.47490568705159103,0.8093620474200577,0.8648035331656407,0.7900433226415365,1.0,0.8394463977074464,0.8355826778163362,0.8652420503563789,0.7780857347047446,0.842323220231029,0.8283212492725671,0.8284128658549447,0.8757128482225184
3JN,0.6979379898784575,0.8363549864373763,0.7129963262010524,0.7594746359180908,0.7949580243194047,0.8028248111541545,0.8125601465823857,0.8762603084570898,0.8099142454992032,0.8442955223596231,0.8199119243245343,0.8092444902767244,0.8223233695145469,0.6534401117130683,0.3537427355734589,0.7797934331692271,0.4954553614240854,0.4287984121743224,0.7458744741996503,0.7235789462848822,0.4018119516040869,0.8785135948445524,0.8661976801069511,0.8487178866514211,0.8394463977074464,1.0,0.8621949937553541,0.8280864576857796,0.7815387432492004,0.8415420677104649,0.8072900838605698,0.7933365113130211,0.8627469665913858
2PE,0.7424939824775353,0.7897068426890987,0.7435403888411592,0.7784869515058161,0.8128634660520604,0.8038915176942989,0.7897017991200352,0.8191738673229834,0.8124602064090443,0.8348492397152281,0.8022493855785857,0.7720829767519655,0.8374689636037967,0.6895018595783575,0.4382761115888636,0.7878155815284145,0.5666840617261186,0.49686634739817637,0.7670366766378303,0.7562646877950643,0.5037756801211783,0.8145514503940531,0.8147064917936844,0.8235446871692005,0.8355826778163362,0.8621949937553541,1.0,0.8366366809413014,0.7750189041826735,0.8416271064398417,0.8058301249212099,0.8213128939681849,0.8504243335619867
Julian_Διονυσίῳ,0.8019507452676091,0.8388325253590747,0.7861803991346804,0.7761074010820079,0.8260431148869187,0.8369986692241641,0.8052344897774901,0.7734382022034102,0.7890989013096129,0.8531540609406754,0.8689915793672476,0.8513406358099147,0.8659157887688214,0.7007886696389342,0.4430482892479312,0.8718942988263076,0.6348275746647389,0.5363834661244484,0.8044084461342373,0.7958571151624617,0.5154305291190482,0.8233568091245458,0.8595526498672481,0.8389121191641562,0.8652420503563789,0.8280864576857796,0.8366366809413014,1.0,0.7696445674581127,0.8854169086123044,0.8296159184528047,0.8068999592516709,0.8022954319884761
Julian_φραγμεντυμ επιστολαε,0.8040994900426203,0.8760008276159722,0.8002468324246728,0.8092873903864339,0.7969322868027784,0.7520349769556625,0.7421707392155419,0.8445800717602555,0.8077769395946616,0.7639215842189323,0.7823937784437709,0.7936222160010573,0.801608688123701,0.7529728538275156,0.678759768706951,0.803017803253908,0.6636159173561256,0.7391021003599367,0.8610466959247807,0.8129341067252168,0.6624186166591954,0.7878060153357668,0.80590718113489,0.7345873642842207,0.7780857347047446,0.7815387432492004,0.7750189041826735,0.7696445674581127,1.0,0.8013203205816468,0.820357871982458,0.8634813838018658,0.8418873426049991
Julian_Τῷ αὐτῷ,0.7363754438989406,0.8269745853844661,0.7302846197232892,0.745222197045522,0.7925418323536348,0.8219958137879676,0.8120141910506234,0.8397761412475179,0.8129404702323711,0.8388523466743789,0.8262384484244267,0.8384270320340332,0.8582443894036265,0.6257892977545186,0.42258911737094557,0.8791910798980542,0.5611133843169294,0.4809072346825598,0.7946533467496842,0.7555220797171768,0.48253978923002283,0.8922354333037216,0.8254390253253783,0.8388015564881648,0.842323220231029,0.8415420677104649,0.8416271064398417,0.8854169086123044,0.8013203205816468,1.0,0.8744798722915548,0.85300364405191,0.8180995725580125
Julian_Ἀνεπίγραφος ὑπὲρ Ἀργείων,0.7306118788566707,0.8311241481173303,0.6853826074447078,0.7380495236652178,0.8233365044720582,0.7904889002624065,0.8333856752762957,0.8464248182283075,0.8223888451202551,0.8558755216204844,0.8414990459430391,0.8917111388644443,0.7983074349429123,0.6197821792725191,0.40335235055195795,0.8541745756529437,0.5226781372855832,0.4999050242035077,0.7892397158135646,0.7352599841851462,0.4930757767131021,0.8343601448481934,0.7986143717140851,0.8458869314642266,0.8283212492725671,0.8072900838605698,0.8058301249212099,0.8296159184528047,0.820357871982458,0.8744798722915548,1.0,0.8394465526664077,0.8694116018187545
Julian_Σαραπίωνι τῷ λαμπροτάτῳ,0.8030865182979176,0.8525434130114686,0.6686042611661213,0.8176453405607098,0.8735793186588776,0.8132375079453688,0.8250996636492365,0.8466379469506775,0.8196585367108289,0.8112600056411446,0.8524992460396144,0.7945916354683535,0.8701055098035072,0.6333642626344862,0.5086005938116466,0.8518472135687907,0.5530692851412541,0.5623314761505845,0.7875802547566841,0.7502160425201441,0.5203763187604598,0.8299982230328802,0.8131215029525917,0.7631972266412127,0.8284128658549447,0.7933365113130211,0.8213128939681849,0.8068999592516709,0.8634813838018658,0.85300364405191,0.8394465526664077,1.0,0.8205827298635974
Julian_Λιβανίῳ σοφιστῇ καὶ κοιαίστωρι,0.6769044966920763,0.8735760757910173,0.7279272581786077,0.7667968577369761,0.829710173994296,0.7797679769001029,0.8201913904653354,0.8661199512862424,0.8208715921791171,0.8176231737900755,0.8440508160357165,0.8555243836549302,0.7877755525893276,0.6368900157044981,0.4257588966556923,0.8125202095058695,0.5001671635174102,0.5206535982952015,0.7932123188324571,0.7664132301100943,0.4823317439074438,0.8375246992648915,0.8244869328545578,0.8269741672953174,0.8757128482225184,0.8627469665913858,0.8504243335619867,0.8022954319884761,0.8418873426049991,0.8180995725580125,0.8694116018187545,0.8205827298635974,1.0
