,Διονυσίῳ,φραγμεντυμ επιστολαε,Τῷ αὐτῷ,Ἀνεπίγραφος ὑπὲρ Ἀργείων,Σαραπίωνι τῷ λαμπροτάτῳ,Λιβανίῳ σοφιστῇ καὶ κοιαίστωρι,MRK,ACT,1PE,JHN,LUK,HEB,REV,MAT,JUD,JAS,2JN,1JN,3JN,2PE,1CO,GAL,ROM,2CO,PHM,PHP,TIT,COL,1TH,2TH,1TI,2TI,EPH
REV,0.9673134060650787,0.9619259998633295,0.8934303467673945,0.8804881933486515,0.8963421693510082,0.9418474214009422,0.9628511631648726,0.8226358944880001,0.9181912954664971,0.8843321053820252,0.8448707180464011,0.9522291258913951,1.0,0.8499164268882332,0.9165650306388358,0.9692751338893665,0.9166268499142982,0.9594056925570174,0.926995728778059,0.8463861475352791,0.9924049199816499,0.9693092201770419,0.9773128839636818,0.9637148804214136,0.8484998535939672,0.9322992972757214,0.9366493114134806,0.8426925984978457,0.9241371118799601,0.8773927219498464,0.956300273832863,0.9480880345178886,0.8651875826833376
MAT,0.6960779397020566,0.7901695088835752,0.6255797188760468,0.6186498126316433,0.6503284998312181,0.640886795787656,0.9562187920575093,0.9950281844342024,0.6733955184622302,0.9970462694666952,0.9996255398490447,0.8050625110219493,0.8499164268882332,1.0,0.6157748725467381,0.7040868229127756,0.5988386899818114,0.6675765728726922,0.6067756604709295,0.6006453947355075,0.8959749725249225,0.7284360154778474,0.904071796733688,0.7880357237340337,0.5744051166608697,0.6578833987164835,0.6124788545867134,0.5980808283554877,0.6493621545211928,0.6040513944689363,0.6648133301824668,0.6488489080485934,0.6356792579102276
JUD,0.9721137295964224,0.9618497658895744,0.990573453598563,0.9835229182194308,0.9851024093792401,0.9898972717672714,0.7915249855890635,0.6018268886307941,0.9871143498681182,0.6614132605849784,0.6032464677592085,0.946267899533589,0.9165650306388358,0.6157748725467381,1.0,0.9695857422366178,0.9978515594257708,0.9651251531099191,0.9818106543058852,0.9551210124181373,0.8804390270207618,0.9755643054721781,0.882595327383039,0.9514739767606899,0.9570034510677382,0.986192777709602,0.9703434942571237,0.9268465064521042,0.9868451925448783,0.965443280761565,0.9819989634897697,0.9864455460985662,0.9473858677721327
JAS,0.9983394949784299,0.9582486029442318,0.9366868464180745,0.9242508639282148,0.9305371375778864,0.991707395863785,0.8764499638868736,0.6738065375967687,0.9519118913316006,0.749200608752853,0.6972894313663447,0.9395767105036705,0.9692751338893665,0.7040868229127756,0.9695857422366178,1.0,0.9731833815135852,0.9940864792040234,0.9866768759622365,0.890068683781538,0.9445318582822257,0.9913698277887645,0.924574594243879,0.959792004093402,0.9018473660857385,0.9726197563076413,0.9902895058665708,0.8850311652157317,0.9661286312828411,0.9266451536959024,0.9966516417995059,0.9933682469237163,0.8984620937005048
2JN,0.9775709142910639,0.9489142030035366,0.9821628538198114,0.9711945619354578,0.9736877631305757,0.9915933203028874,0.7837443366246032,0.5791364665293518,0.9755576861400816,0.6478408472635097,0.5869160653099917,0.9299620826238394,0.9166268499142982,0.5988386899818114,0.9978515594257708,0.9731833815135852,1.0,0.97489898878046,0.9852587120537345,0.9371341465198975,0.8749880344242201,0.9724206545037193,0.869568810161674,0.9396548976350461,0.9429790128187496,0.980965763861242,0.9802440622192601,0.9100244220190916,0.9803873939733244,0.9538009543861539,0.9867120972100977,0.9899127848706586,0.9295967543988757
1JN,0.9963576365447278,0.9347450144808741,0.9268784920792623,0.9099138951308784,0.9168739362120115,0.987547716462327,0.8506421832040206,0.6308592905490344,0.93439124096631,0.717944017579391,0.6607793923823632,0.9121328649357354,0.9594056925570174,0.6675765728726922,0.9651251531099191,0.9940864792040234,0.97489898878046,1.0,0.9844792031361368,0.8684289260051119,0.9237466030329421,0.9787815455639416,0.8962788064478228,0.9369983687249975,0.8849252221740579,0.9621017761065956,0.996542107649255,0.8623739277463707,0.9548652415786574,0.9105784308065439,0.9959460539953483,0.9920860083722062,0.8754834786359749
3JN,0.9832580158825066,0.9436275485353568,0.948041229250888,0.9453673522702282,0.9407607655252657,0.9972214670810944,0.8029385713445647,0.5796767823075132,0.9625548608772461,0.6566349300841081,0.5979157283797008,0.9248651609054905,0.926995728778059,0.6067756604709295,0.9818106543058852,0.9866768759622365,0.9852587120537345,0.9844792031361368,1.0,0.9227501991207526,0.8936523003261146,0.9851778744327686,0.8809789136712578,0.9498491730281479,0.9410242908806131,0.9866260361152145,0.9921567847284057,0.9232807824425262,0.9830081557164807,0.9589180712814337,0.9932202282058757,0.9964654882828053,0.9274722834480122
2PE,0.8822793282075618,0.9522142590601282,0.9672564016337518,0.9893521594891215,0.9762972057477954,0.9299452020584081,0.741606745712716,0.6110289171672467,0.9839121051906509,0.6338748465247601,0.5856245157622731,0.9537262142221918,0.8463861475352791,0.6006453947355075,0.9551210124181373,0.890068683781538,0.9371341465198975,0.8684289260051119,0.9227501991207526,1.0,0.8288499116521432,0.9336448647648226,0.8674865328645526,0.9490955119897023,0.9951819106710473,0.9680006516457745,0.8787760802135277,0.9845058328879149,0.9749518527197877,0.9896456441184148,0.9062908938251595,0.9211074874100881,0.9960536688629801
1CO,0.9377529102417858,0.9565517915140046,0.8608578875527492,0.853652579131421,0.869381044680751,0.9100752821012139,0.9849360073792467,0.8739631124489788,0.8980906073802905,0.9226558040775211,0.8922096728771395,0.9526180954746873,0.9924049199816499,0.8959749725249225,0.8804390270207618,0.9445318582822257,0.8749880344242201,0.9237466030329421,0.8936523003261146,0.8288499116521432,1.0,0.95225411069264,0.9911692103081994,0.9611098673691233,0.8274133615065092,0.908565343005301,0.8969648139581439,0.8323968039903787,0.9001745191915487,0.8573498354946842,0.9239296521853615,0.9152463103225241,0.8535109963191327
GAL,0.9856800668248217,0.9824381156037465,0.9525423581960446,0.9522484171984643,0.9531921591034971,0.9907388708659683,0.885585394794848,0.708208473713576,0.9765403404347021,0.768971089053907,0.7202798990502736,0.9714076928077484,0.9693092201770419,0.7284360154778474,0.9755643054721781,0.9913698277887645,0.9724206545037193,0.9787815455639416,0.9851778744327686,0.9336448647648226,0.95225411069264,1.0,0.948422773083984,0.9869262242814962,0.9419919537088284,0.9905141249024827,0.9753104906868839,0.9332430708400719,0.9866422139865655,0.9612812086810991,0.9897509206944611,0.9906884257700338,0.9443532956216016
