,1CO,GAL,ROM,2CO,PHM,PHP,TIT,COL,1TH,2TH,1TI,2TI,EPH,MRK,ACT,1PE,JHN,LUK,HEB,REV,MAT,JUD,JAS,2JN,1JN,3JN,2PE,Julian_Διονυσίῳ,Julian_φραγμεντυμ επιστολαε,Julian_Τῷ αὐτῷ,Julian_Ἀνεπίγραφος ὑπὲρ Ἀργείων,Julian_Σαραπίωνι τῷ λαμπροτάτῳ,Julian_Λιβανίῳ σοφιστῇ καὶ κοιαίστωρι
JUD,0.8477961954394373,0.9783960410505628,0.8110693325390793,0.9242835324899086,0.9932360935555352,0.9947983584981035,0.9962075427849233,0.9873215796132455,0.9957741884365809,0.9958718114838357,0.9948948957109262,0.9969823554117854,0.980242153730764,0.7370237197740113,0.43667546988185346,0.9859081811457923,0.5600816320057527,0.500067329517133,0.8868148233528782,0.8974311453146757,0.5003706575156952,1.0,0.9862643580544368,0.9983658214591995,0.991230871592418,0.9979987735106939,0.9888342758088583,0.9885556993463515,0.9182816082354386,0.9965669869360106,0.9951894637208384,0.988693131340107,0.9984068528244073
JAS,0.917968186328708,0.9978470868826206,0.8879734031156927,0.9685252526898932,0.9709759484017265,0.9942798856764961,0.9846576790142418,0.9804003152413937,0.992925095107744,0.9827273603314792,0.9959294086394445,0.9930366714745485,0.9843776147092761,0.8303558670040591,0.5642894641739387,0.9946142527050869,0.6753631275243529,0.6228352495452901,0.9424640473318312,0.9513244855545944,0.6226326906110623,0.9862643580544368,1.0,0.9790465645424056,0.9932164027994111,0.9835936630274021,0.9794661883087458,0.9995894628317429,0.9647649036735625,0.9893988070045409,0.9862999642036713,0.9913933148607369,0.9928907527484122
2JN,0.8282383077324549,0.9695405465861275,0.7884754515841408,0.9087035872438466,0.9920736094214317,0.9909696787286854,0.9977900078459143,0.9823530358215621,0.9921128560663601,0.9933478203418441,0.9921724522503658,0.9953855671789317,0.9718366714406396,0.7124929504301502,0.4032078355467875,0.9762706904751769,0.5315301451741999,0.46911152734268446,0.8666049572182994,0.8837220102610817,0.4694346001216639,0.9983658214591995,0.9790465645424056,1.0,0.9903881883613482,0.9978880893708952,0.9818050820744126,0.9827658201059362,0.9005578362924402,0.9912056476621666,0.989808986213861,0.9806196617758435,0.9956989427030117
1JN,0.8901126906518426,0.9892176729487623,0.8551655473360585,0.9489280089510159,0.9790955342570267,0.9961248962977529,0.994994826691622,0.9818707004916329,0.9952403910495146,0.9877216319516421,0.9985416959010163,0.9979325675552929,0.979846516692874,0.7932119871137754,0.5102323233711331,0.9853513945351815,0.6317472073454581,0.5737587414967563,0.9141310069101792,0.9356147584889382,0.5738070698767025,0.991230871592418,0.9932164027994111,0.9903881883613482,1.0,0.990176167113458,0.9768281040604953,0.9958593120359889,0.9405206970597358,0.9883986444256964,0.9860706128701623,0.9860798195547111,0.9949812306726161
3JN,0.8355399141969375,0.9736625491284868,0.7962081834957055,0.9137807195490416,0.9899657392436172,0.9913441725977353,0.9973482462456209,0.9821984180850543,0.9922432725306514,0.9927816738083335,0.993082449547542,0.9957051859287859,0.9717870789587808,0.7211631156298499,0.4134054314558675,0.978698017002649,0.5400172806466779,0.4787528274903426,0.8726901281568834,0.8871443133661641,0.4789312671520196,0.9979987735106939,0.9835936630274021,0.9978880893708952,0.990176167113458,1.0,0.9811419110782742,0.9857933795787596,0.9062903948234606,0.9902956433190055,0.9884238403854512,0.9799820619055922,0.9975774043698767
2PE,0.8696383430480966,0.9790947908060177,0.8425327189890309,0.942896073061361,0.9937924028339189,0.9913986232536324,0.9764249668066757,0.9969792836741421,0.9928573767001596,0.9955751291337727,0.9833750392700592,0.9846177183723103,0.9952584803667947,0.7696410094559052,0.4940556036664778,0.9922961455506771,0.6061902258213564,0.5507423364907016,0.9144458005707817,0.9098968878635301,0.5513875330912457,0.9888342758088583,0.9794661883087458,0.9818050820744126,0.9768281040604953,0.9811419110782742,1.0,0.9797418305183824,0.9387552015689733,0.9948595600844095,0.9979707152592239,0.9943043172055238,0.9863476494154878
Julian_Διονυσίῳ,0.9128934727291435,0.996929140566264,0.8816708411164755,0.9651277491174205,0.9733853792074996,0.9956398861396571,0.9880500457095873,0.9811132253973823,0.994365551950277,0.9844773965649187,0.9976983596418575,0.9952427505102515,0.9840949173714433,0.8232235143775176,0.5532661627219938,0.9936973269022221,0.6665704039222126,0.6129116540698216,0.9373451282144712,0.9490343649042944,0.6127358520616794,0.9885556993463515,0.9995894628317429,0.9827658201059362,0.9958593120359889,0.9857933795787596,0.9797418305183824,1.0,0.9606042775317603,0.990631671107268,0.9874873066024346,0.9916853947917363,0.9943849001888104
Julian_φραγμεντυμ επιστολαε,0.9851767429359276,0.9781434645661076,0.9746777418200429,0.9987709681867071,0.9043849610813135,0.9479221164746411,0.9088264472190473,0.9383696069997007,0.9447057365958949,0.9245988838395056,0.9428652639097762,0.933444730305936,0.9631058840125726,0.9405719113232496,0.7543243975815945,0.9692965752923227,0.8356643811093543,0.7976689891931509,0.9971704329378506,0.9904894588698847,0.7976564039011023,0.9182816082354386,0.9647649036735625,0.9005578362924402,0.9405206970597358,0.9062903948234606,0.9387552015689733,0.9606042775317603,1.0,0.9407241149901506,0.9395445371780188,0.9620263706897895,0.9306350138558706
Julian_Τῷ αὐτῷ,0.8748624417907785,0.9856175140398955,0.8436307556109494,0.944210830208897,0.9906785195341211,0.9956575459364034,0.9878917296608037,0.9903859377121812,0.9964814852265246,0.9947075278681127,0.9931792943707944,0.9936802558507497,0.9896076337503138,0.7735611521451131,0.4912125379193834,0.994529698905956,0.6071425649340878,0.5504488274171655,0.9140671564208361,0.917217470432801,0.55092892344532,0.9965669869360106,0.9893988070045409,0.9912056476621666,0.9883986444256964,0.9902956433190055,0.9948595600844095,0.990631671107268,0.9407241149901506,1.0,0.9991557566712336,0.9971971002832777,0.9951485467980262
Julian_Ἀνεπίγραφος ὑπὲρ Ἀργείων,0.8723745266288155,0.9838487174153218,0.8423373753209267,0.9438080849061798,0.9939492337770925,0.9956778478375258,0.9857068481391058,0.9946502504471728,0.9967581533238554,0.9968891538462967,0.9910523032109126,0.9920142879758137,0.9930364316187248,0.7708945948705344,0.4896825815280094,0.9942132120433816,0.6051534096848511,0.5484435071561535,0.9135449319679703,0.9150525767042185,0.5489961446841912,0.9951894637208384,0.9862999642036713,0.989808986213861,0.9860706128701623,0.9884238403854512,0.9979707152592239,0.9874873066024346,0.9395445371780188,0.9991557566712336,1.0,0.9970108815681179,0.9931539800731796
Julian_Σαραπίωνι τῷ λαμπροτάτῳ,0.9055110470150384,0.9920727754101218,0.8792319282521963,0.9646174278946774,0.9832138754999358,0.9946771691059374,0.9787442765819385,0.9903944810821049,0.9948386632395102,0.9899754184012768,0.990449504670171,0.9890490746310266,0.9952520812526259,0.815532861329491,0.5524128783996028,0.9986420357567641,0.661611620631896,0.6083500577580806,0.9406762026319783,0.9407213628805969,0.608827034819465,0.988693131340107,0.9913933148607369,0.9806196617758435,0.9860798195547111,0.9799820619055922,0.9943043172055238,0.9916853947917363,0.9620263706897895,0.9971971002832777,0.9970108815681179,1.0,0.9893253888153213
Julian_Λιβανίῳ σοφιστῇ καὶ κοιαίστωρι,0.8669118009787601,0.9857579093359631,0.830863057749025,0.9366024155908096,0.9886125162084145,0.9969304202794607,0.9970198644467683,0.9868816403931118,0.9970720265052397,0.9941785908714776,0.9983082818859544,0.999076954799554,0.9816133247178164,0.7612690247449841,0.4668627429483132,0.9890251033033133,0.5881403092918502,0.5298845296367919,0.9009423784660961,0.9127743898394204,0.5298881558449565,0.9984068528244073,0.9928907527484122,0.9956989427030117,0.9949812306726161,0.9975774043698767,0.9863476494154878,0.9943849001888104,0.9306350138558706,0.9951485467980262,0.9931539800731796,0.9893253888153213,1.0
