,1CO,GAL,ROM,2CO,PHM,PHP,TIT,COL,1TH,2TH,1TI,2TI,EPH,MRK,ACT,1PE,JHN,LUK,HEB,REV,MAT,JUD,JAS,2JN,1JN,3JN,2PE,Julian_Διονυσίῳ,Julian_φραγμεντυμ επιστολαε,Julian_Τῷ αὐτῷ,Julian_Ἀνεπίγραφος ὑπὲρ Ἀργείων,Julian_Σαραπίωνι τῷ λαμπροτάτῳ,Julian_Λιβανίῳ σοφιστῇ καὶ κοιαίστωρι
1TI,0.8866264845447038,0.9911600028595868,0.8512306323299813,0.9495850652022509,0.9908493773352981,0.9993432052974787,0.9959022719340191,0.9954135460779927,0.9991410363880567,0.9960832237853722,1.0,0.9995421430292811,0.9923297680589535,0.7876480013027746,0.5004458376996821,0.9931865358619117,0.6213088906835799,0.564422108604101,0.9158868283919676,0.9306519605698808,0.5640147050155502,0.9958744000717477,0.9959293574357866,0.9926068919424034,0.9986760978769662,0.9931170335101372,0.9939076718151575,0.9977498700688566,0.942904286600744,0.9969862029560127,0.9966419533667623,0.995139197065503,0.9983804504058398
2TI,0.8728368493393057,0.9870044382833789,0.8357844126057016,0.940290187913064,0.9939429487541169,0.9988104963883573,0.9980706962637983,0.9955935600709305,0.9989644331164347,0.9976664689905251,0.9995421430292811,1.0,0.9900462448605245,0.7694511004716342,0.47527055205641583,0.9903228187300546,0.5987967095905196,0.5404508487993503,0.9039908499776964,0.9200363077682456,0.5400929265428911,0.9977449970893254,0.9930948160849488,0.9957348494098731,0.9982359946034483,0.9956957888322532,0.9939944730284367,0.995404158926385,0.9329279010864525,0.9970066070548378,0.9968683880874284,0.9930842661987712,0.9990797236797311
EPH,0.9176736534358113,0.9953839844612952,0.88968703139687,0.9710267233377611,0.9830388213556043,0.9956743503727826,0.9803767320310942,0.9963255260640229,0.9951861120843352,0.9902968048065488,0.9923297680589535,0.9900462448605245,1.0,0.8315326338343265,0.568656158964584,0.9972544679156189,0.6806196877631892,0.6276505886877733,0.9454626852144707,0.9526428656974769,0.6275149933904087,0.9846055433867497,0.9940836371906748,0.9773716393022476,0.9907904165430824,0.9784528311572662,0.9953140127251775,0.9944017241884757,0.9657557152914901,0.9929322337034451,0.994278883673879,0.9979310110633476,0.9883325790898876
MRK,0.9832113351303131,0.8588570847237061,0.9931872048528311,0.9393258882552753,0.7178430919067567,0.7939663528237767,0.7306714608806593,0.7830548589322419,0.7871718914518553,0.7508903020330117,0.7876480013027746,0.7694511004716342,0.8315326338343265,1.0,0.927376677448444,0.8328358003211525,0.9708058376895452,0.9529437256806191,0.9647092870442602,0.956156766297346,0.9526673311918264,0.7368965348375401,0.8295437253629478,0.711561012171729,0.7921184802539568,0.7196680338066812,0.7788547579658261,0.8224274021733065,0.9432395630211899,0.7768529801160203,0.7757517192261569,0.8207126773928184,0.7602520710381956
ACT,0.8438911436631554,0.606101865701919,0.8798381062329134,0.744777610857461,0.409723579391834,0.5103788614543758,0.4226777839304572,0.4984575593723697,0.5011132843819309,0.45250017661160136,0.5004458376996821,0.47527055205641583,0.568656158964584,0.927376677448444,1.0,0.5692868889156054,0.9873493036383477,0.9967834309840251,0.8012565467496224,0.7791024056945364,0.9966960477696036,0.43242678878861845,0.5616257890256146,0.3986450405159645,0.5073386750067982,0.4092833151352818,0.4940287205644502,0.5505594062825165,0.7545288315460575,0.48856993787344694,0.4875354239673839,0.5515014392160899,0.46312501863576544
1PE,0.9192380382134289,0.9976413127137508,0.8908225433402046,0.9717206231374692,0.979903040689281,0.9948251376419207,0.980244980599138,0.9925512720575331,0.9942450892625856,0.9882122408432696,0.9931865358619117,0.9903228187300546,0.9972544679156189,0.8328358003211525,0.5692868889156054,1.0,0.6792112729323074,0.627502304683775,0.947892198081231,0.9510024900079106,0.6271954671605958,0.9861650756636997,0.9982060168279447,0.976923030788685,0.9894850485925467,0.9806489539791376,0.994641553016255,0.9974154058950373,0.9688994459456227,0.9949054671654977,0.9945058159357671,0.9991473373784548,0.9907981604334156
JHN,0.9118838720014181,0.713930141713679,0.9379845829027849,0.8323066221101123,0.5378140119363841,0.6302456029170256,0.5516480077247037,0.6182102507019483,0.621851579254718,0.5771966807730349,0.6213088906835799,0.5987967095905196,0.6806196877631892,0.9708058376895452,0.9873493036383477,0.6792112729323074,1.0,0.9966929741756316,0.8755012425126519,0.8639793123477791,0.9969390523925912,0.5584711838374858,0.6739374494721003,0.5293024536637655,0.6300328392524024,0.5376876194538577,0.6118408853182882,0.665100043546731,0.8378034633257563,0.6081517032062481,0.6073669779262404,0.6645389260541498,0.5862301139279422
LUK,0.8817792211358628,0.6635841255422139,0.9125721108560496,0.7921737712544626,0.4763493400908862,0.5736007206654159,0.4905123701820453,0.5612989151478158,0.5646519604453811,0.5177126120361292,0.564422108604101,0.5404508487993503,0.6276505886877733,0.9529437256806191,0.9967834309840251,0.627502304683775,0.9966929741756316,1.0,0.8420940486997853,0.8252435936894508,0.9999540697089968,0.4983928809432175,0.6214218358088921,0.4668488665488568,0.5720458935536317,0.47638145232613227,0.5556982970299228,0.6114689197380904,0.7999045109836286,0.5512804583840256,0.5503146006105314,0.6110868785437232,0.527960704261633
HEB,0.9952119475625325,0.9602092062949217,0.9885031040794091,0.9951066704621047,0.8710218939717,0.9209114812553373,0.8761246146112267,0.9149009968013674,0.9168560202293287,0.8937003383000097,0.9158868283919676,0.9039908499776964,0.9454626852144707,0.9647092870442602,0.8012565467496224,0.947892198081231,0.8755012425126519,0.8420940486997853,1.0,0.992636668589214,0.8417139835111471,0.8843068875590139,0.9434892684531511,0.8641868792933594,0.9153053479639496,0.871233249782163,0.9148120243934971,0.9384803586439499,0.9971600732350289,0.9125425826243632,0.9119188015027508,0.9400931895189678,0.8997770341712452
REV,0.9921691748808337,0.9668240487981615,0.9811810231533871,0.995281589826097,0.8857283167211377,0.9343327390114968,0.8963424507529073,0.92603828017034,0.930199364066661,0.9073186215849822,0.9306519605698808,0.9200363077682456,0.9526428656974769,0.956156766297346,0.7791024056945364,0.9510024900079106,0.8639793123477791,0.8252435936894508,0.992636668589214,1.0,0.8251309791756593,0.8978785102593609,0.9509361945661668,0.8834134772712348,0.9350946407231605,0.8863528635136646,0.9206186449520384,0.9486462982909892,0.9924041502063945,0.921026531512268,0.9207421397863819,0.9461389934267019,0.9122875291468058
MAT,0.8814660287007939,0.6632333073084199,0.9123730409859829,0.7918999574874543,0.47631237572834867,0.5733297105133331,0.49017311456558704,0.5611220283505831,0.5644361763512435,0.5175809763725356,0.5640147050155502,0.5400929265428911,0.6275149933904087,0.9526673311918264,0.9966960477696036,0.6271954671605958,0.9969390523925912,0.9999540697089968,0.8417139835111471,0.8251309791756593,1.0,0.4982105826288667,0.6209772303762889,0.4667315577450909,0.5718659216901983,0.4762423605483798,0.5555556518959976,0.6110393171298557,0.7994882020510065,0.5511171783455978,0.5501685701036569,0.6108946537322026,0.5276225615344843
JUD,0.8477435346828681,0.9787987757416587,0.8087083967762002,0.9232954201978686,0.9972298538082118,0.9952301776247257,0.9979047900629769,0.9934014866582476,0.996250625917258,0.9982477027592072,0.9958744000717477,0.9977449970893254,0.9846055433867497,0.7368965348375401,0.43242678878861845,0.9861650756636997,0.5584711838374858,0.4983928809432175,0.8843068875590139,0.8978785102593609,0.4982105826288667,1.0,0.9875800076886166,0.9984407071988344,0.9930218544277949,0.9989861903012555,0.9944227404724677,0.9898661756376551,0.9165119020990877,0.9973880648231235,0.9970530353186499,0.989736295629547,0.9990056370493899
JAS,0.9173312078495126,0.9981510541788671,0.8869094886744624,0.9693678100425183,0.9789338452213298,0.9957578036900149,0.9845225893852079,0.9905913446511919,0.994890517703935,0.9879056589128815,0.9959293574357866,0.9930948160849488,0.9940836371906748,0.8295437253629478,0.5616257890256146,0.9982060168279447,0.6739374494721003,0.6214218358088921,0.9434892684531511,0.9509361945661668,0.6209772303762889,0.9875800076886166,1.0,0.9796451117548984,0.9932019586561904,0.9836029751296959,0.991169981884342,0.9996317429416752,0.9656672799382541,0.9939964490102057,0.9927996407769589,0.9970913702491464,0.9930507656538671
2JN,0.8274525924791352,0.969558689589881,0.7857740381724985,0.9076479985516173,0.9973498380871844,0.9915086676149477,0.9988133293020145,0.9896764698721283,0.992825749203904,0.996545477489235,0.9926068919424034,0.9957348494098731,0.9773716393022476,0.711561012171729,0.3986450405159645,0.976923030788685,0.5293024536637655,0.4668488665488568,0.8641868792933594,0.8834134772712348,0.4667315577450909,0.9984407071988344,0.9796451117548984,1.0,0.9914166724370274,0.9985065557330551,0.9888205949948241,0.9833392063606504,0.8987460178463682,0.9925343074458423,0.9925591002524865,0.9822879920041242,0.9959433716289018
1JN,0.8893106661747724,0.9897158570703697,0.8540870668312002,0.9500401307335568,0.9886089620566576,0.9982056145293252,0.9949688593509819,0.9935969330946836,0.9978914519430641,0.9940854872142237,0.9986760978769662,0.9982359946034483,0.9907904165430824,0.7921184802539568,0.5073386750067982,0.9894850485925467,0.6300328392524024,0.5720458935536317,0.9153053479639496,0.9350946407231605,0.5718659216901983,0.9930218544277949,0.9932019586561904,0.9914166724370274,1.0,0.9905126548955016,0.9898828315491379,0.9958537191765696,0.9415564407745082,0.9935878078509174,0.9934983246738367,0.9923891406897907,0.9954025382133947
3JN,0.8341749344969863,0.9733056590328618,0.7934435080602302,0.912767226693979,0.9961336455059662,0.9918734334585859,0.9976123226218321,0.9896732196464008,0.993149049779216,0.9963230330340072,0.9931170335101372,0.9956957888322532,0.9784528311572662,0.7196680338066812,0.4092833151352818,0.9806489539791376,0.5376876194538577,0.47638145232613227,0.871233249782163,0.8863528635136646,0.4762423605483798,0.9989861903012555,0.9836029751296959,0.9985065557330551,0.9905126548955016,1.0,0.9901792196455543,0.9859990650619204,0.9052925584763407,0.9938990695487527,0.9933136885144557,0.9840661726151582,0.9976051297825775
2PE,0.8789392430632588,0.987163866471768,0.8460193215061705,0.9463278477234627,0.9939419187170602,0.9963071879496611,0.9887126830085247,0.9981805045028863,0.9969284819685852,0.9970739838159116,0.9939076718151575,0.9939944730284367,0.9953140127251775,0.7788547579658261,0.4940287205644502,0.994641553016255,0.6118408853182882,0.5556982970299228,0.9148120243934971,0.9206186449520384,0.5555556518959976,0.9944227404724677,0.991169981884342,0.9888205949948241,0.9898828315491379,0.9901792196455543,1.0,0.991917307223808,0.9413727099379847,0.998255782809594,0.9992399330485291,0.9966113638428582,0.9950191876276036
Julian_Διονυσίῳ,0.9123204646568721,0.9974019878612496,0.8807510249645998,0.9662287963862527,0.9819877684284768,0.997414572894707,0.9879779560128067,0.9921940942153179,0.9966375119202199,0.9902280286557896,0.9977498700688566,0.995404158926385,0.9944017241884757,0.8224274021733065,0.5505594062825165,0.9974154058950373,0.665100043546731,0.6114689197380904,0.9384803586439499,0.9486462982909892,0.6110393171298557,0.9898661756376551,0.9996317429416752,0.9833392063606504,0.9958537191765696,0.9859990650619204,0.991917307223808,1.0,0.9615716700874377,0.9950957625082728,0.9940999224659552,0.9972992136458041,0.9946474226495181
Julian_φραγμεντυμ επιστολαε,0.9871109934364135,0.9782521167516187,0.9750120456223472,0.998963458906253,0.9040119598852754,0.9467989564518908,0.9090672945861954,0.940940900945884,0.9434507601882012,0.9237774327967954,0.942904286600744,0.9329279010864525,0.9657557152914901,0.9432395630211899,0.7545288315460575,0.9688994459456227,0.8378034633257563,0.7999045109836286,0.9971600732350289,0.9924041502063945,0.7994882020510065,0.9165119020990877,0.9656672799382541,0.8987460178463682,0.9415564407745082,0.9052925584763407,0.9413727099379847,0.9615716700874377,1.0,0.9402438744578079,0.9394197506217886,0.9624858133914026,0.9298235128531405
Julian_Τῷ αὐτῷ,0.8781939787685586,0.9886410548623152,0.8436521456747027,0.9451020610923108,0.9934698378407012,0.9975800104600621,0.9928172258711241,0.9959278722736108,0.9980849235682255,0.9970825883225078,0.9969862029560127,0.9970066070548378,0.9929322337034451,0.7768529801160203,0.48856993787344694,0.9949054671654977,0.6081517032062481,0.5512804583840256,0.9125425826243632,0.921026531512268,0.5511171783455978,0.9973880648231235,0.9939964490102057,0.9925343074458423,0.9935878078509174,0.9938990695487527,0.998255782809594,0.9950957625082728,0.9402438744578079,1.0,0.9996634974366684,0.9971803949779726,0.9980995797710573
Julian_Ἀνεπίγραφος ὑπὲρ Ἀργείων,0.8772216327222845,0.9879787169309334,0.8429180619215191,0.9448457437903627,0.9949458366478734,0.9979385768510656,0.9926807344701457,0.9977083788201286,0.9985024237104433,0.9981254029455583,0.9966419533667623,0.9968683880874284,0.994278883673879,0.7757517192261569,0.4875354239673839,0.9945058159357671,0.6073669779262404,0.5503146006105314,0.9119188015027508,0.9207421397863819,0.5501685701036569,0.9970530353186499,0.9927996407769589,0.9925591002524865,0.9934983246738367,0.9933136885144557,0.9992399330485291,0.9940999224659552,0.9394197506217886,0.9996634974366684,1.0,0.9970780657062426,0.9974929939401844
Julian_Σαραπίωνι τῷ λαμπροτάτῳ,0.910495588864746,0.9959628895584843,0.8806668311838659,0.9663886462943715,0.9848517087770133,0.9968506312018487,0.9845360822113357,0.9949314962383125,0.9965577928325382,0.9917335355921315,0.995139197065503,0.9930842661987712,0.9979310110633476,0.8207126773928184,0.5515014392160899,0.9991473373784548,0.6645389260541498,0.6110868785437232,0.9400931895189678,0.9461389934267019,0.6108946537322026,0.989736295629547,0.9970913702491464,0.9822879920041242,0.9923891406897907,0.9840661726151582,0.9966113638428582,0.9972992136458041,0.9624858133914026,0.9971803949779726,0.9970780657062426,1.0,0.9928804811613523
Julian_Λιβανίῳ σοφιστῇ καὶ κοιαίστωρι,0.8659801067205978,0.9855951427614756,0.8285732550877792,0.9359590805782774,0.9944627082268716,0.997485924404698,0.9973355757175763,0.9945310655979394,0.9979440911068241,0.9976355551570796,0.9983804504058398,0.9990797236797311,0.9883325790898876,0.7602520710381956,0.46312501863576544,0.9907981604334156,0.5862301139279422,0.527960704261633,0.8997770341712452,0.9122875291468058,0.5276225615344843,0.9990056370493899,0.9930507656538671,0.9959433716289018,0.9954025382133947,0.9976051297825775,0.9950191876276036,0.9946474226495181,0.9298235128531405,0.9980995797710573,0.9974929939401844,0.9928804811613523,1.0
