,Διονυσίῳ,φραγμεντυμ επιστολαε,Τῷ αὐτῷ,Ἀνεπίγραφος ὑπὲρ Ἀργείων,Σαραπίωνι τῷ λαμπροτάτῳ,Λιβανίῳ σοφιστῇ καὶ κοιαίστωρι,MRK,ACT,1PE,JHN,LUK,HEB,REV,MAT,JUD,JAS,2JN,1JN,3JN,2PE,1CO,GAL,ROM,2CO,PHM,PHP,TIT,COL,1TH,2TH,1TI,2TI,EPH
1CO,0.9126104802156328,0.986120686928423,0.8764710715735428,0.8747045890430399,0.9079178926915972,0.8664511259375128,0.9831795858736999,0.8442622227686608,0.9177007269079676,0.9119240540516049,0.8818054718709926,0.9938363751139102,0.9921786643390651,0.8815608501664994,0.8477638423466264,0.9176536073059954,0.8278479585023157,0.8897165920758814,0.834865830547741,0.874076870668665,1.0,0.9379376379831097,0.9969923802250324,0.9850880199222443,0.8294291552778827,0.8910864836701576,0.8431459862909129,0.8781170218716051,0.8858035775986743,0.8566875800420526,0.8870568913348937,0.873312475084903,0.9132272536305727
GAL,0.9971612648976874,0.9781946063892678,0.9870810687981361,0.9858347188483986,0.9939509158908248,0.985677797661397,0.8588634047446312,0.6072746446546692,0.9966403072687018,0.7142662258125898,0.66392648008496,0.9602045953535437,0.9667047443748565,0.6637290340427516,0.9785916751450551,0.9979960251388753,0.9695489301589368,0.9894618704659899,0.9734867794987853,0.9829390609338164,0.9379376379831097,1.0,0.9118406451135185,0.9818743187566183,0.9681931644496051,0.9921929254123731,0.9752909232851596,0.9841904256893493,0.9907142994999766,0.980231341699315,0.9911214559691108,0.9870616748057258,0.9919871668201572
ROM,0.8812169823386257,0.9748389310003049,0.8436258739401155,0.8425926046617653,0.8799108006667958,0.8297356415745021,0.9926638936607576,0.879755272006612,0.8908566548582759,0.9374132652575322,0.9119454930478794,0.9880405079988049,0.9810396703218468,0.9118573832500375,0.8099070469095201,0.887448548454273,0.7871461545361602,0.8546329726364008,0.7948465956008655,0.8441579104872433,0.9969923802250324,0.9118406451135185,1.0,0.9723647235225492,0.7928420072133431,0.8583365532460239,0.8025456314677896,0.847559380011688,0.8527437561596285,0.8217968742358914,0.8520829219107792,0.8368492536009661,0.8878329685179702
2CO,0.9656650513383485,0.9988652274993753,0.944638621750553,0.944295847359748,0.9654688359703978,0.9362848823394112,0.9381969881941448,0.7448116396398603,0.9716118331301253,0.831389681738993,0.7912487400716537,0.9950470683917028,0.9943720891090231,0.7911511738774022,0.9237990364018943,0.9689354534554264,0.9081853703420496,0.9494700010343222,0.9132807004682855,0.9445056059867946,0.9850880199222443,0.9818743187566183,0.9723647235225492,1.0,0.9124717476939394,0.9541040329023064,0.9177938030940866,0.9468591341538626,0.9508772214024779,0.9318101753729805,0.9494963440880443,0.9404793247070363,0.9694719801593901
PHM,0.9775291667222067,0.904180229236757,0.9920247226456047,0.994430071871599,0.9840036262206183,0.9914208305982899,0.7154638927794142,0.4115176079775217,0.9795355657497697,0.5370028959956377,0.4758798897641494,0.8723375726818412,0.8823429526320821,0.4761903457885894,0.9951528540570939,0.9748054924752771,0.9946089482250237,0.983681696623931,0.9929270212442057,0.9938593881420422,0.8294291552778827,0.9681931644496051,0.7928420072133431,0.9124717476939394,1.0,0.9907695100848449,0.9905761736388555,0.9944852082182127,0.9925845781171946,0.9984900968659758,0.9870441897372062,0.9906042076240902,0.9834793976520423
PHP,0.9965066853567481,0.9473717577570855,0.9965898428764322,0.9967627672324237,0.9957260687680495,0.9972008532690955,0.7936805988566906,0.5119657681874569,0.9945545293527086,0.630540696517235,0.5739577220902952,0.9218581528077759,0.9337656377413632,0.5739017891909268,0.9950099614092462,0.9950008455255103,0.9912335319506222,0.9971413156213381,0.9916011357462865,0.993725082380158,0.8910864836701576,0.9921929254123731,0.8583365532460239,0.9541040329023064,0.9907695100848449,1.0,0.9933084671658482,0.9958393614467772,0.9998828560264689,0.9966081393682249,0.9987544789518512,0.9984169814788403,0.9938625076716489
TIT,0.9880144521242187,0.9089389008293406,0.9902799795298592,0.9890735999029195,0.9815452810351298,0.9971744787735817,0.731446860785734,0.42447310787786735,0.9784053578184534,0.5527683243863468,0.49163184367465135,0.8760428192578684,0.8967794860010988,0.4914218446089069,0.9970358494889601,0.9845909886208842,0.998290576830574,0.9949819921540779,0.9974778162348504,0.9823087629180771,0.8431459862909129,0.9752909232851596,0.8025456314677896,0.9177938030940866,0.9905761736388555,0.9933084671658482,1.0,0.9853343816687051,0.9937107634507925,0.9933861961979248,0.995879399704913,0.9979708767801378,0.9752468042805782
COL,0.9864484486164464,0.9395868662418784,0.9930577136270424,0.9961241323903989,0.9925818994272682,0.9905523856568008,0.779018974552629,0.4984965707620651,0.9910392249364965,0.6156327823853827,0.5591057153594101,0.9146589275883199,0.9210912565498623,0.559250566257884,0.9902416447348751,0.9853019389004779,0.985872228521512,0.9875185382124225,0.9857824324536673,0.9975545486339252,0.8781170218716051,0.9841904256893493,0.847559380011688,0.9468591341538626,0.9944852082182127,0.9958393614467772,0.9853343816687051,1.0,0.996483037877075,0.9975792026829002,0.9905238037708962,0.9912842354899197,0.9962328528892378
1TH,0.995473423469077,0.9440910119136651,0.9972597101347958,0.9975946387818124,0.9956684521786422,0.9974958318661726,0.7866892403611501,0.5027171111308497,0.9941202541613234,0.6220336884762186,0.5649121603338363,0.9179421546613639,0.9294095868310375,0.5649298917402317,0.9960072329415568,0.993882450959411,0.992460783373958,0.9965335341841707,0.9926828986428445,0.9947833398700551,0.8858035775986743,0.9907142994999766,0.8527437561596285,0.9508772214024779,0.9925845781171946,0.9998828560264689,0.9937107634507925,0.996483037877075,1.0,0.9976536107645271,0.9983346130099517,0.9983841688575633,0.9937433995414887
2TH,0.9872641476698061,0.9241899747974204,0.9958619062984979,0.9974876417715384,0.9908289725319062,0.995848635489933,0.7493267749974861,0.454093266465903,0.9880288657758515,0.5767331711463587,0.5174699782792738,0.8949605914375123,0.9050931821179149,0.5176289396789726,0.997022136619549,0.9852340961294552,0.9948958667005681,0.9908069859222088,0.9944916375498574,0.9962798432322039,0.8566875800420526,0.980231341699315,0.8217968742358914,0.9318101753729805,0.9984900968659758,0.9966081393682249,0.9933861961979248,0.9975792026829002,0.9976536107645271,1.0,0.9936876231827961,0.9956549461935937,0.9901704850710346
1TI,0.9977236414626883,0.9428802967062723,0.9950225359108061,0.9937461307951495,0.9927143924850562,0.9983435481351258,0.788152796409396,0.5020872207795816,0.991764755397216,0.6221879314752483,0.5652978448848219,0.9159065983902864,0.9309095038621499,0.5650379501912428,0.9953720467777415,0.9959292752706844,0.9923844321130417,0.9986076580673785,0.9930993839892245,0.9884096298248028,0.8870568913348937,0.9911214559691108,0.8520829219107792,0.9494963440880443,0.9870441897372062,0.9987544789518512,0.995879399704913,0.9905238037708962,0.9983346130099517,0.9936876231827961,1.0,0.9995267192873205,0.9878649495886699
2TI,0.9953219023193467,0.9331878138379402,0.995290104918769,0.9943512221686303,0.9909961364795473,0.999078263903221,0.7699790507843576,0.477071278435499,0.9892215599510038,0.5997346675898275,0.5413948255037315,0.9043798372681627,0.9202924894722795,0.5411981855018821,0.9973538968981654,0.9930649430855626,0.9955562756845129,0.9980814164763462,0.9957005569334795,0.989093635932957,0.873312475084903,0.9870616748057258,0.8368492536009661,0.9404793247070363,0.9906042076240902,0.9984169814788403,0.9979708767801378,0.9912842354899197,0.9983841688575633,0.9956549461935937,0.9995267192873205,1.0,0.9861811214113564
EPH,0.9890519021741955,0.964360107911947,0.9912057816256401,0.9936332068625856,0.9965408532453844,0.9848309025324397,0.8268901895954844,0.5678260809312633,0.9962334171807156,0.677286995789903,0.6246023335066216,0.9449920045461522,0.9475615687481824,0.6248141707149742,0.9823280733500331,0.9890418859611623,0.9744859965639541,0.9851122821939272,0.9749770976170011,0.9952830940635373,0.9132272536305727,0.9919871668201572,0.8878329685179702,0.9694719801593901,0.9834793976520423,0.9938625076716489,0.9752468042805782,0.9962328528892378,0.9937433995414887,0.9901704850710346,0.9878649495886699,0.9861811214113564,1.0
